Địa lý,Nước ta nằm ở vị trí:,Rìa phía Đông của bán đảo Đông Dương,True,Rìa phía Tây của bán đảo Đông Dương,False,Trung tâm châu Á,False,Phía đông Đông Nam Á,False
Địa lý,Thủ đô của Nhật Bản là thành phố nào:,Tokyo,True,Kyoto,False,Osaka,False,Nagasaki,False
Địa lý,Núi Kilimanjaro nằm ở quốc gia nào:,Kenya,False,Egypt,False,Ethiopia,False,Tanzania,True
Địa lý,Sông Nile con sông dài nhất thế giới chảy qua quốc gia nào:,Egypt,True,Sudan,False,Kenya,False,Tanzania,False
Địa lý,Đảo lớn nhất thế giới là đảo nào:,Java,False,New Guinea,False,Greenland,True,Borneo,False
Địa lý,Núi Everest  nằm ở dãy núi nào:,Himalayas,True,Andes,False,Rockies,False,Alps,False
Địa lý,Sahara nằm ở châu lục nào:,Asia,False,Africa,True,South America,False,North America,False
Địa lý,Núi Phú Sĩ nằm ở đảo nào:,Honshu,True,Kyushu,False,Shikoku,False,Hokkaido,False
Địa lý,Đỉnh cao nhất châu Âu là gì:,Elbrus,False,Mont Blanc,True,Matterhorn,False,K2,False
Địa lý,Bờ biển dài nhất thế giới nằm ở quốc gia nào:,Canada,True,Norway,False,Australia,False,Brazil,False
Địa lý,Quốc gia có diện tích nhỏ nhất thế giới là gì:,Vatican City,True,Monaco,False,San Marino,False,Tuvalu,False
Địa lý,Quốc gia nào có dân số đông nhất thế giới:,China,True,India,False,United States,False,Indonesia,False
Địa lý,Quốc gia nào có diện tích lớn nhất thế giới:,Russia,True,Canada,False,United States,False,China,False
Địa lý,Đồng bằng lớn nhất thế giới là đâu:,Ganges-Brahmaputra,False,Nile,False,Mississippi-Missouri,False,Amazon,True
Địa lý,Quốc gia nào có nhiều hồ nước nhất thế giới:,Canada,True,Finland,False,United States,False,Sweden,False
Địa lý,Quốc gia nào không có sông:,Saudi Arabia,True,Qatar,False,Germany,False,France,False
Địa lý,Sông dài nhất châu Á là gì:,Indus,False,Mekong,False,Yangtze,True,Ganges,False
Địa lý,Quốc gia nào nằm ở bán đảo Skandinavia:,Sweden,True,Finland,False,Norway,False,Denmark,False
Địa lý,Núi nào cao nhất ở châu Phi:,Kilimanjaro,True,Kenya,False,Ruwenori,False,Drakensberg,False
Địa lý,Sông nào là con sông dài nhất thế giới:,Amazon,True,Nile,False,Yangtze,False,Mississippi,False
