Toiec,What is the capital of France?,Paris,True,Berlin,False,Roma,False,London,False,img1.jpg
Toiec,What is the capital of Germany?,Berlin,True,Paris,False,London,False,Roma,False,img2.jpg
Toiec,What is the capital of England?,Roma,False,London,True,Paris,False,Berlin,False,img3.jpg
Toiec,Who wrote "Romeo and Juliet"?,William Shakespeare,True,Charles Dickens,False,Jane Austen,False,Alexander Fleming,True,img4.jpg
Toiec,What is the currency of Japan?,Yen,True,Dollar,False,Euro,False,Won,False,img5.jpg
Toiec,How many continents are there in the world?,7,True,5,False,6,False,4,False,img6.jpg
Toiec,Who painted the Mona Lisa?,Leonardo da Vinci,True,Vincent van Gogh,False,Pablo Picasso,False,Isaac Newton,False,img7.jpg
Toiec,Which planet is known as the Red Planet?,Mars,True,Venus,False,Jupiter,False,Earth,False,img8.jpg
Toiec,Which is the largest ocean on Earth?,Pacific,True,Atlantic,False,Indian,False,Antarctic,False,img9.jpg
Toiec,What is the tallest mountain in the world?,Mount Everest,True,K2,False,Kangchenjunga,False,Hymalia,False,img10.jpg
Toiec,Who is known as the father of computers?,Charles Babbage,True,Alan Turing,False,Steve Jobs,False,Marie Curie,False,img11.jpg
Toiec,What is the chemical symbol for water?,H2O,True,CO2,False,O2,False,N02,False,img12.jpg
Toiec,Which country is famous for the pyramids?,Egypt,True,Greece,False,Italy,False,Russian,False,img13.jpg
Toiec,What year did the Titanic sink?,1912,True,1908,False,1920,False,1921,False,img14.jpg
Toiec,Who is the author of "Pride and Prejudice"?,Jane Austen,True,Emily Brontë,False,Charlotte Brontë,False,Thomas Edison,False,img15.jpg
Toiec,What is the capital of Australia?,Canberra,True,Sydney,False,Melbourne,False,HaNoi,False,img16.jpg
Toiec,What is the main ingredient in guacamole?,Avocado,True,Tomato,False,Onion,False,Apple,False,img17.jpg
Toiec,Who invented the telephone?,Alexander Graham Bell,True,Thomas Edison,False,Albert Einstein,False,Marie Curie,False,img18.jpg
Toiec,Which language is spoken in Brazil?,Portuguese,True,Spanish,False,English,False,Japanese,False,img19.jpg
Toiec,Who discovered penicillin?,Alexander Fleming,True,Marie Curie,False,Isaac Newton,False,alexander arnold,False,img20.jpg
